-0.007609	-0.010358	-0.057213	0.099341	-0.060914	0.013044	0.001741	0.058059	-0.023650	-0.016085	0.019368	0.037968	-0.025007	0.070197	-0.016877	-0.013039	0.050692	-0.028995	-0.057471	-0.141534	-0.047505	0.080215	-0.031910	-0.074043	0.092363	-0.035067	0.040744	0.028245	0.008779	0.026620	-0.089965	0.022505	-0.035624	-0.045680	-0.058822	0.051906	-0.086723	0.010061	-0.031224	-0.037494	-0.030592	0.105737	0.135449	0.066531	0.019268	-0.027313	0.061714	0.069454	0.075439	0.020015	0.018381	0.020074	0.015662	0.023844	0.049104	0.017647	0.080745	0.093835	0.003186	0.069651	0.023454	-0.094841	0.000885	-0.007063	-0.115085
-0.067768	-0.005181	0.004737	0.000652	-0.007194	-0.013051	0.124119	-0.066018	-0.069739	-0.058745	0.012656	-0.035771	-0.011443	0.041941	0.107530	-0.004209	-0.020825	-0.051336	0.010205	0.007665	0.002434	-0.114408	0.117548	0.050680	-0.047197	0.004484	0.012540	0.066064	-0.017667	0.031108	0.171069	0.021456	-0.014092	-0.040528	0.086318	0.027488	0.019748	0.007164	0.040758	0.026531	-0.018027	-0.030260	-0.089745	-0.028027	0.001650	0.081661	-0.102660	-0.024340	-0.030011	-0.020924	0.039457	-0.037932	0.022894	0.045726	-0.083216	-0.006086	-0.034516	-0.037465	0.089301	-0.016038	0.049940	0.061960	0.019564	-0.038701	0.089658
-0.014976	0.029059	-0.009038	-0.014123	-0.049313	-0.022184	-0.002436	0.001634	0.003637	-0.004247	0.042812	0.039829	0.005498	0.010271	-0.008373	-0.035645	0.012343	-0.021668	-0.040248	-0.043579	0.012888	-0.028115	-0.010356	-0.042349	-0.037790	0.018945	-0.010834	0.014432	0.019874	0.047689	-0.007136	0.006315	0.032513	-0.023729	-0.017488	-0.013339	0.002052	0.008586	-0.021918	-0.014368	0.034294	0.049104	0.024572	-0.022822	0.007329	-0.006303	0.024601	-0.012052	0.017486	-0.009580	0.021186	0.044090	-0.015988	0.013729	-0.031889	0.043016	-0.003491	0.003593	0.020954	-0.018563	0.034876	0.005607	0.025524	-0.008500	0.008495
0.021897	-0.039769	0.058701	-0.010667	0.029719	0.007454	-0.071513	0.027138	-0.089641	0.045709	-0.030335	0.008542	-0.084739	-0.068934	-0.095437	0.032201	-0.080997	0.047461	0.130792	-0.039025	-0.088081	0.015149	0.045896	0.048922	-0.001322	0.035703	0.027407	-0.005220	0.065245	-0.036973	-0.047239	0.031115	0.026556	0.042872	-0.022712	-0.017492	0.038206	-0.037201	0.001231	0.004694	-0.001125	-0.096363	-0.026055	-0.024660	-0.048306	-0.029580	0.059422	-0.037903	-0.065808	0.003325	-0.047341	-0.032366	0.003468	0.032458	-0.062892	-0.137240	0.023086	0.046372	0.088789	0.009474	-0.080938	0.049241	-0.071665	0.012336	-0.030477
-0.077122	0.031044	0.078023	0.054994	-0.076883	-0.036679	-0.096752	0.022965	-0.030222	0.056271	0.039334	0.067061	0.035949	-0.098409	-0.117998	0.070942	-0.076037	-0.031251	0.052069	0.015575	-0.038197	-0.069272	0.001947	-0.018001	0.000506	0.020596	-0.034673	-0.065660	0.054393	0.020638	-0.087513	-0.088378	0.078132	0.072485	-0.036921	-0.097104	0.012985	-0.059782	0.013934	0.042139	-0.021163	-0.041532	-0.041718	-0.042080	-0.069535	-0.007339	0.051298	-0.056899	-0.016840	-0.057434	-0.049290	-0.045662	-0.001485	-0.003918	0.042634	-0.044905	0.012618	0.011016	-0.004679	-0.110894	-0.042672	0.067827	0.010548	-0.020322	0.091262
-0.081680	0.003705	0.035716	0.006104	-0.019978	-0.030614	-0.021914	0.029591	0.029194	0.059297	0.023331	0.085464	-0.006700	-0.024776	-0.024318	0.016703	0.009862	0.036132	0.015622	0.013279	0.015114	-0.048898	0.014789	-0.024110	0.060109	-0.039420	-0.005803	-0.067212	0.006649	0.003076	-0.054933	-0.071018	0.079575	0.039454	-0.029818	-0.019378	0.055299	-0.058037	-0.007531	-0.017640	0.009777	0.060393	0.081551	-0.023656	-0.029622	0.069987	-0.029855	-0.053456	0.010622	-0.015010	-0.004991	0.012214	-0.014414	-0.021784	0.053394	0.014613	0.019056	0.005537	0.046007	-0.053932	0.029158	-0.037430	0.014841	-0.101793	-0.054417
0.017871	-0.021788	-0.010814	-0.012557	0.022406	0.025278	0.041277	0.010077	0.029432	-0.023585	0.025789	0.051269	-0.015970	0.026745	0.011826	-0.018343	0.128088	-0.010514	-0.027378	-0.037711	0.030379	-0.040899	0.027867	-0.064130	0.033825	-0.062751	0.036610	-0.117411	-0.037835	-0.005456	0.064839	0.057583	0.060766	0.002138	-0.035651	0.050843	0.060734	0.009752	0.010120	-0.057368	0.015727	-0.014075	0.012952	-0.007096	0.023618	0.062178	0.004604	-0.052283	-0.022944	-0.010631	-0.050592	-0.032323	0.045168	0.004093	-0.043128	0.097001	0.001808	-0.027803	0.007344	0.018391	0.019537	-0.077317	-0.031730	-0.044593	-0.031318
-0.002831	0.047635	-0.042033	0.030742	-0.065718	-0.049660	0.006117	-0.137818	0.003393	-0.005531	-0.034247	-0.064544	-0.009385	-0.017111	0.059588	0.004284	0.025503	-0.007383	-0.006704	-0.001016	0.042829	0.006844	-0.016667	0.079372	-0.113557	0.007718	0.028799	-0.051465	0.038450	0.033756	-0.015787	0.034507	-0.026308	0.047729	0.046403	-0.063266	-0.036074	0.015458	0.109018	-0.065679	0.016919	0.063021	0.004884	-0.023764	-0.032245	0.008137	-0.021808	-0.052354	0.021569	-0.007797	0.030649	-0.068591	-0.035740	0.018946	-0.003807	0.003554	0.052581	0.041545	0.045241	-0.033118	-0.009345	-0.003423	0.010234	0.055580	0.013820
0.050814	-0.015651	-0.005773	0.046969	-0.022941	-0.054547	0.009686	-0.026368	0.056826	0.045599	0.019082	0.010849	0.004234	0.022687	0.021581	-0.017071	-0.018660	0.025707	0.062119	-0.049995	0.003108	0.005151	0.054377	-0.001064	0.053877	0.074611	-0.032333	-0.040796	-0.028049	-0.069811	-0.053879	-0.058717	-0.001365	-0.031654	-0.023153	0.005474	-0.092696	-0.072689	0.076395	-0.023536	0.079993	0.029414	0.089089	-0.027599	-0.069120	-0.018424	-0.081415	-0.077540	-0.014507	-0.107738	-0.003872	-0.058783	-0.074121	0.030389	0.070301	-0.017153	0.057495	0.072844	0.008979	-0.024878	-0.006077	-0.013761	0.058633	-0.048768	0.032569
-0.003212	0.027611	-0.016786	0.052876	-0.090885	-0.069105	0.004592	-0.024552	0.020385	-0.098622	0.041854	-0.046762	0.036099	0.033194	-0.006449	-0.002288	-0.028469	0.122108	-0.023889	-0.072047	0.050392	-0.035902	-0.012573	-0.025070	0.007369	0.000145	-0.018764	-0.041789	-0.042737	0.016881	-0.036120	-0.032855	-0.074225	0.003481	0.006356	-0.037786	0.000369	0.029558	-0.010738	-0.030616	-0.045242	-0.036938	0.018808	-0.031795	-0.015164	0.030881	-0.103885	0.006560	0.063783	-0.017745	0.003279	-0.095581	-0.020930	-0.023841	0.116893	-0.011025	0.001209	0.079470	-0.054567	0.015823	-0.016107	0.069672	0.083288	-0.014958	0.019756
