0.008727	-0.090074	-0.063777	0.014332	-0.111697	-0.120323	0.015634	-0.003763	0.048312	0.002106	-0.028615	0.120173	-0.088850	0.035414	-0.025450	0.061060	-0.017806	-0.147409	-0.092012	-0.071611	-0.001363	-0.061702	0.139289	0.031639	0.000025	0.017449	0.051358	0.020259	-0.103064	0.096094	-0.009607	0.023469	0.075554	0.033587	0.103145	-0.035294	0.060030	0.107663	-0.034056	-0.063093	-0.092188	-0.023411	0.024956	0.033024	-0.042330	0.122025	-0.094307	0.038047	-0.136552	0.073744	-0.062854	0.015327	0.035778	0.030103	-0.022515	-0.066658	0.006258	-0.029123	-0.010723	0.040122	0.002648	0.012650	0.058076	0.104609	-0.060009	-0.011434	-0.016559	0.115332	-0.050141	0.013872	-0.018555	-0.036359	-0.144882	0.044910	-0.008388	0.011247	0.022340	-0.047258	0.055858	-0.098127	0.101153	-0.029047	0.005504	0.078390	-0.029406	0.070612	-0.035657	0.139567	0.009212	0.027229	-0.077803	-0.062597	0.023639	-0.026034	0.139563	-0.132138	-0.015717	0.026625	0.005907	0.002862	-0.033003	-0.150708	-0.017222	-0.191681	0.043337	0.147301	-0.002894	-0.092527	0.068706	-0.046050	-0.039298	-0.056526	0.108264	-0.090893	-0.080235	-0.114863	0.031673	0.001403	0.019544	-0.045627	-0.000032	-0.116044	0.005044	0.024790	-0.013031	0.044613	0.095584	0.044698	-0.021172	-0.105753
-0.027118	0.006584	-0.055783	-0.036691	0.033831	0.006773	-0.070389	0.058218	-0.044219	0.035802	0.055698	-0.109487	-0.100860	-0.070069	0.004524	-0.052429	0.031845	-0.080665	-0.102579	0.047567	-0.095025	-0.065978	-0.065198	0.117912	0.093374	0.056794	-0.017745	-0.109145	0.151752	-0.080658	-0.028676	0.016953	0.030725	0.009755	-0.058496	0.077530	-0.055728	0.072259	0.013939	-0.040051	-0.049821	-0.019188	0.030707	-0.053644	0.062490	0.011268	0.046812	0.009029	0.084192	-0.050857	0.097604	-0.025999	0.034053	-0.002722	-0.034602	-0.063828	0.012716	-0.115182	-0.067210	-0.063453	-0.031260	-0.158928	-0.139629	0.081106	0.079501	-0.027346	0.031486	0.068219	0.023318	-0.028107	-0.013549	0.010012	-0.042070	-0.017933	-0.056815	0.053667	-0.022637	0.058110	-0.014045	0.059609	-0.128158	-0.134013	0.076270	-0.055081	0.020702	0.022178	-0.008578	-0.049542	-0.006523	-0.021381	0.071124	-0.087903	0.114726	0.010253	0.030018	-0.004137	-0.037912	0.009617	0.055780	0.038445	0.021321	0.058207	0.005359	0.011868	0.020360	-0.010018	-0.009422	0.010211	-0.040615	0.110725	-0.080236	-0.018633	-0.066707	-0.050444	-0.006653	0.031115	-0.032092	0.008532	-0.025985	0.030245	-0.085105	-0.020345	-0.011051	-0.018846	-0.102946	-0.133841	-0.014407	-0.042559	0.132599	0.012264
-0.065844	-0.003633	0.067259	0.047601	0.087718	0.068744	-0.002306	-0.058681	-0.019593	-0.034791	-0.027600	0.064584	0.011960	-0.065749	-0.025660	0.042384	0.000346	0.005748	0.043279	-0.045061	0.027872	0.022033	-0.137064	0.006298	0.050308	0.064979	-0.075885	0.044017	-0.038794	0.077159	-0.048088	-0.029957	-0.083707	0.017876	-0.084997	0.047030	-0.068272	-0.012519	0.061858	0.047067	-0.015654	0.009547	-0.037297	-0.005262	0.010861	0.014717	0.038185	-0.025707	0.027515	0.011649	-0.101460	0.042608	0.133843	-0.041773	0.011980	-0.010490	0.120676	0.034775	-0.030294	-0.037439	-0.008436	-0.032976	0.137654	-0.033221	0.055766	-0.012492	-0.051945	-0.068567	0.046861	0.018906	-0.012866	-0.027670	-0.006175	-0.078440	0.003899	-0.131302	0.009812	0.036289	-0.085726	0.008882	-0.054385	-0.033971	0.066472	0.055096	-0.100563	0.007451	0.077310	-0.035495	-0.053549	-0.091770	-0.004336	0.003063	0.091312	0.010987	-0.132543	0.035003	0.087657	0.117923	-0.043316	-0.050570	0.055308	0.057375	0.027035	0.122836	0.059525	0.058795	-0.043792	-0.015056	-0.066754	0.012046	-0.051116	0.011900	-0.039939	-0.094753	-0.025625	-0.041670	0.009736	-0.058473	0.066696	-0.125318	-0.045035	0.060337	0.104120	0.003263	0.029490	0.037512	-0.150858	-0.077147	0.113191	-0.007766
0.132996	-0.022221	0.000738	-0.037111	0.039509	0.014590	-0.003607	0.009009	0.077178	0.067248	0.067630	-0.102745	-0.108468	-0.111474	0.042113	-0.062239	0.047694	0.015736	-0.064548	-0.048431	0.039966	0.078201	-0.012920	0.026836	0.018058	0.111524	0.002213	-0.147721	0.116321	-0.028343	0.022997	0.020019	-0.038024	-0.223564	0.062949	-0.141868	0.033544	-0.182172	0.071140	0.001033	-0.012895	-0.084961	-0.042523	0.089949	0.030284	-0.001708	-0.107803	0.105161	0.054061	0.032850	0.101371	-0.073139	-0.077186	0.191575	-0.164706	-0.077421	-0.053312	-0.086465	0.048349	0.086597	0.051805	-0.033790	-0.029661	0.039274	0.037712	0.018094	-0.005020	0.047111	-0.064668	0.017816	0.185705	-0.055746	0.062026	-0.008964	-0.030275	0.134696	0.074139	-0.125737	0.211309	-0.065407	-0.023706	0.037375	0.055971	-0.106197	-0.102759	0.150209	-0.002492	0.052471	-0.040711	-0.059006	0.076440	-0.079366	0.023445	0.059280	0.113970	-0.115936	0.087955	-0.006172	0.101894	-0.066509	0.098949	-0.046844	0.085368	0.131221	0.002612	0.053394	-0.089471	0.005124	0.011344	0.014003	-0.083182	0.038075	0.099267	0.036426	-0.000534	0.020902	-0.064393	-0.058616	0.000400	0.074169	0.059802	-0.078520	-0.066175	0.014808	-0.028960	0.017283	0.018681	0.100912	0.053830	0.068179
-0.075276	-0.012579	-0.049112	0.033511	-0.081523	-0.007932	0.018271	-0.076180	-0.005613	-0.120362	0.002005	0.004016	-0.007174	0.004040	-0.040616	-0.025531	0.191052	0.023429	0.041589	0.103271	0.058686	0.056894	-0.058502	0.087856	-0.002486	0.085351	0.000177	-0.070940	0.012671	0.013396	-0.063546	0.021638	0.027519	-0.012949	0.051359	-0.033935	0.072700	-0.018491	-0.011653	-0.012777	-0.092428	-0.074221	-0.096555	0.045250	-0.047868	-0.093112	0.034226	-0.101047	0.117997	0.012824	0.007088	-0.013530	-0.061588	0.092162	-0.102255	-0.107649	0.102110	0.121029	0.022201	0.043290	-0.108486	0.044828	0.033856	0.051260	0.132287	-0.093124	0.065548	-0.054169	0.141826	0.017171	0.100866	0.017675	0.047097	0.089819	0.019588	0.067759	0.166731	-0.010683	0.009032	-0.069249	0.010827	-0.041926	0.006304	0.081711	-0.028180	-0.172600	0.042793	-0.007342	-0.095230	-0.045645	-0.078215	-0.112391	-0.059418	0.098969	0.007515	-0.069996	0.163312	0.034744	0.086681	-0.117445	-0.013726	-0.005334	0.018709	0.188641	0.114004	0.079357	-0.077241	0.094797	-0.032619	0.140021	0.033020	0.019163	-0.004166	-0.063410	-0.049624	-0.005070	-0.057672	0.020519	0.051011	-0.117481	0.153874	-0.033457	0.034229	-0.117612	0.040902	0.049243	-0.026010	-0.000273	0.127571	0.060683
0.025777	-0.029319	0.100478	-0.011070	-0.031366	-0.004802	0.075286	-0.094112	-0.055237	-0.079337	-0.037161	-0.031996	0.051733	-0.044015	0.034968	0.005331	-0.089065	0.010235	0.024441	0.050242	0.083129	0.102556	0.079119	-0.040061	-0.044182	0.002438	-0.031322	0.002978	-0.048491	-0.001458	0.054634	-0.023861	0.017694	-0.152301	0.176781	-0.063452	0.005040	-0.087651	0.037369	0.032659	-0.021400	-0.001696	-0.091625	-0.060672	-0.012771	0.137466	-0.117482	0.040501	0.008350	-0.070854	0.031580	0.073332	-0.012797	0.177788	-0.044895	0.014930	0.035376	0.003336	-0.002885	0.043720	-0.043558	-0.056424	0.021138	-0.076576	-0.048623	-0.007467	0.017875	0.074490	-0.022662	-0.040238	0.003910	-0.036216	-0.016883	-0.036743	0.037210	-0.059668	0.077409	0.021431	0.202954	0.073312	-0.052257	0.054775	0.013075	0.127044	-0.053360	-0.008579	0.059026	0.003197	-0.024680	-0.039966	0.134296	-0.013084	0.028814	-0.030717	0.045414	-0.052401	-0.014468	0.031660	-0.092487	-0.137912	0.074529	0.049454	0.085141	0.003933	0.005582	0.009308	0.030247	0.022253	0.064045	-0.096903	0.113736	0.001588	0.036008	-0.106929	0.035943	0.070029	-0.005333	-0.067616	-0.140816	-0.124696	-0.041241	-0.009045	0.055776	-0.012613	-0.093217	-0.055072	-0.010985	-0.073325	-0.046991	-0.010715
0.006602	0.150419	-0.019497	-0.083883	-0.121142	-0.048779	0.052089	0.002859	0.040641	0.020922	-0.017856	-0.031617	0.079400	-0.001283	-0.025672	0.049553	0.039671	-0.020229	0.026920	0.050326	0.052342	-0.009421	0.044128	-0.065978	-0.086265	-0.036051	-0.007208	-0.066688	-0.019438	-0.127054	0.053991	0.031371	0.078190	0.065424	0.038220	-0.144000	0.017619	-0.048612	-0.017036	0.017482	0.169111	-0.006123	-0.076334	0.077605	0.002619	-0.125520	0.025991	-0.002160	-0.079003	-0.047762	-0.048331	0.026170	-0.066654	0.051373	0.051244	-0.020047	-0.105673	-0.004541	0.112525	0.045422	0.012497	0.103850	-0.054712	-0.045158	0.045648	0.068217	-0.051274	-0.033650	0.040855	-0.041179	0.093246	0.011694	0.092002	0.124434	0.041238	0.119532	-0.002729	-0.031324	-0.004555	-0.042540	0.109865	0.052960	-0.124233	-0.007956	0.041312	-0.051172	-0.067737	0.042062	0.032694	-0.042746	-0.120472	-0.008615	-0.035754	-0.060353	0.052537	0.006250	-0.015852	-0.077924	-0.070956	-0.023435	-0.031056	-0.057050	-0.029354	0.016589	-0.091938	0.055792	0.006846	0.038576	-0.019138	0.011926	0.068657	-0.045661	0.183929	0.006525	0.043717	0.009669	0.027032	0.015762	0.025695	0.033256	0.040179	0.057116	-0.063378	0.019512	0.052129	-0.011800	0.019863	0.036087	-0.063987	-0.022956
0.071902	-0.070654	0.139534	0.000639	0.037875	0.079457	0.075650	-0.169636	-0.014507	-0.048267	0.017186	0.018375	0.094896	0.041941	0.020082	0.009976	0.037708	0.068708	0.064643	-0.012540	0.079853	0.063296	0.024935	-0.072481	-0.013214	-0.059552	-0.024551	0.059689	-0.011576	0.029736	0.024216	0.004904	-0.004213	-0.045821	-0.026338	-0.024611	-0.061710	-0.065954	0.126760	0.022310	-0.014871	0.128656	-0.062028	-0.027357	-0.015804	-0.067282	0.007888	0.077458	0.073264	0.016231	-0.073781	0.063894	-0.039444	0.050167	-0.019893	-0.006366	0.068101	0.006711	-0.000001	0.068599	-0.085105	0.069761	0.091090	-0.100137	-0.055307	-0.055813	-0.103597	-0.088677	0.030887	0.136790	0.002216	-0.065034	0.036919	-0.003759	0.136355	-0.076047	0.047019	0.042555	0.030592	-0.017582	-0.040749	0.080302	0.027701	0.082967	-0.066763	0.014292	0.115121	-0.017529	-0.011692	-0.047633	0.033714	0.030857	-0.029606	0.045545	-0.022641	-0.030686	0.090273	0.026183	-0.080206	-0.063356	0.070429	-0.016877	0.032500	0.075591	0.120821	-0.016972	0.033776	0.113144	-0.082164	-0.007987	0.067122	0.010334	0.063883	-0.047809	-0.002526	0.022142	-0.071114	-0.073094	0.039622	-0.072994	-0.056764	0.085463	0.055153	-0.027868	0.095123	0.004465	-0.142587	-0.069497	-0.021812	0.051840
-0.006896	-0.090977	0.026227	-0.143824	-0.050537	0.040096	0.044665	-0.008016	0.086224	0.017444	0.043814	0.090122	-0.032032	0.059150	0.028532	0.139819	0.056699	-0.044132	0.109198	-0.070156	-0.040808	-0.051338	0.062643	-0.013803	0.033748	-0.071974	-0.056433	-0.036808	-0.077704	0.083092	0.073545	0.037063	0.065581	0.036063	0.121519	0.004966	0.009578	0.177086	0.111619	-0.034590	-0.155935	0.112661	0.033470	0.003490	-0.027780	-0.036879	-0.006310	-0.035033	-0.071138	0.144295	-0.099481	-0.153034	-0.011124	-0.116168	-0.048086	-0.074162	-0.047252	-0.029833	-0.034213	-0.014313	-0.095961	-0.001141	0.019492	0.067278	-0.004921	-0.169534	0.035432	-0.045390	-0.039631	0.025750	-0.020475	-0.056385	-0.031698	0.066397	0.053512	-0.075400	0.021792	0.043706	0.078932	-0.202897	0.040538	-0.055705	-0.002246	-0.042246	-0.042711	0.165146	-0.015579	0.004217	0.018949	0.009998	0.005095	-0.026112	-0.115409	0.116385	0.112236	0.032786	0.020711	-0.033792	0.066386	-0.032781	-0.094337	0.033204	-0.045203	-0.108548	0.037852	0.038874	-0.044480	0.056172	-0.015714	0.059862	-0.077090	0.004982	-0.003781	-0.083697	0.028209	-0.018417	-0.011101	0.011236	-0.017185	0.023946	0.071850	-0.058516	0.092878	-0.066848	0.115465	0.139190	0.018031	0.054573	-0.002254	-0.072670
-0.014743	-0.081037	0.080073	0.040701	0.056262	0.068519	0.021831	-0.011521	0.053285	-0.125477	-0.081084	0.052483	0.004983	-0.131615	0.070283	0.021844	-0.117293	0.067815	-0.004213	-0.052076	-0.088652	-0.031117	-0.014182	-0.191694	-0.144789	0.040250	-0.046421	-0.006762	-0.027990	-0.010695	0.127018	0.024060	0.022393	0.096361	0.031196	-0.068191	0.062786	0.119491	0.077496	0.064815	0.049654	-0.010777	-0.099203	-0.105509	-0.084589	-0.034079	-0.038684	0.004567	0.006354	-0.114587	0.014358	-0.025395	0.144036	0.064586	-0.063299	-0.078423	-0.045655	-0.121244	-0.007609	-0.100178	0.069625	-0.055291	0.123965	0.166278	-0.051145	0.033725	0.003206	0.026891	-0.035996	-0.005221	0.067889	-0.149104	-0.142134	0.005414	-0.082772	0.013255	0.075237	0.062335	0.022404	0.056268	-0.064489	0.019091	-0.044815	0.034501	-0.073314	-0.050464	0.024341	-0.109621	0.000537	-0.049925	0.042550	-0.045087	0.085746	0.031964	-0.044082	0.176580	-0.064595	0.070313	0.107658	-0.029798	0.090872	0.093035	0.015288	0.008709	-0.101424	0.068817	-0.095573	-0.022493	-0.017476	0.110157	0.044336	0.005574	0.070263	0.006313	-0.003197	0.004486	0.025573	-0.070705	0.032338	-0.011158	0.008463	0.195591	0.052793	0.030761	0.067861	0.007764	0.008003	-0.055111	-0.036596	-0.043333
